When one object passes through the shadow of another it is a? 	one object		passes			When one object passes through the shadow of another it is a?
How does your body acquire the oxygen the cells in your body need to function? 						How does your body acquire the oxygen the cells in your body need to function?
As water vapor rises in the atmosphere, it cools and changes back to liquid.					rises in the atmosphere	As water vapor rises in the atmosphere, it cools and changes back to liquid.
Tiny drops of liquid form clouds in this process called						Tiny drops of liquid form clouds in this process called
The process in which something changes from a gas state to a liquid state 						The process in which something changes from a gas state to a liquid state
Liquid water becomes a gas called water vapor through the process of <span class="blank"> </span> 						Liquid water becomes a gas called water vapor through the process of
<span class="blank"> </span> refers to the movement of Earth around the sun. 			refers		around the sun	refers to the movement of Earth around the sun.
The process in which a snake loses its outer skin is called <span class="blank"> </span>. 						The process in which a snake loses its outer skin is called .
The continuous transfer of carbon between the atmosphere and organisms 			transfer		between the atmoshpere and organisms	The continuous transfer of carbon between the atmosphere and organisms
What is the process of the movement of water and dissolved materials through the cell membrane? 						What is the process of the movement of water and dissolved materials through the cell membrane?
The continuous movement of nitrogen between air, soil, plants and animals. 	nitrogen|soil|plants|animals		movement		between air, soil, plants and animals	The continuous movement of nitrogen between air, soil, plants and animals.
What make oceans bigger? 						What make oceans bigger?
A giraffe's long neck is a(n) 						A giraffe's long neck is a(n)
A/an <span class="blank"> </span> is something that helps a living thing survive in its environment. 						A/an  is something that helps a living thing survive in its environment.
The process of making a new plant from the joining of a sperm and a egg cell is known as 	plant		making|joining	sperm		The process of making a new plant from the joining of a sperm and a egg cell is known as
Offspring come from a single parent during <span class="blank"> </span>. 						Offspring come from a single parent during .
Which of the following is an unwanted change in the environment caused by harmful substances? 						Which of the following is an unwanted change in the environment caused by harmful substances?
Colors, patterns and shapes that disguise an animal from predators. 					from predators	Colors, patterns and shapes that disguise an animal from predators.
If a snake copies another snake it is called 						If a snake copies another snake it is called
A(n) <span class="blank"> </span> is a modified feature that helps a plant survive in the environment. 						A(n)  is a modified feature that helps a plant survive in the environment.
Select whether the example is a chemical change or a physical change<br/><br/>Glass breaking 						Select whether the example is a chemical change or a physical change Glass breaking
Is burning a chemical change or physical change? 			burning			Is burning a chemical change or physical change?
spoiling food 						spoiling food
squeezing oranges to make orange juice 						squeezing oranges to make orange juice
mixing lemonade powder into water 		water	mixing	powder		mixing lemonade powder into water
mowing the lawn 						mowing the lawn
bleaching your hair 						bleaching your hair
fireworks exploding 	fireworks		exploding			fireworks exploding
corroding metal 						corroding metal
Burning a match is a 						Burning a match is a
A change in the way matter looks is called <span class="blank"> </span>? 						A change in the way matter looks is called ?
A reaction that forms water and a salt is called a 						A reaction that forms water and a salt is called a
During <span class="blank"> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. 						During , autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches.
There is one more way to deal with our growing garbage problem.						There is one more way to deal with our growing garbage problem.
Leaves and grass clippings can be <span class="blank"> </span> or placed in a pile in the backyard.						Leaves and grass clippings can be  or placed in a pile in the backyard.
They will break down into soil and not have to be collected and take up space in our landfills.	They		break	soil|landfills		They will break down into soil and not have to be collected and take up space in our landfills.
When a liquid changes to a gas it is called 						When a liquid changes to a gas it is called
When you leave a glass of water standing on the counter, water forms on the outside of the glass.		water|water forms	leave		on the counter	When you leave a glass of water standing on the counter, water forms on the outside of the glass.
This is an example of <span class="blank"> </span>.						This is an example of .
The movement of water back and forth between air and the Earth's surface is called the<span class="blank"> </span>. 	water|Earth	air	movement	between|surface	between air and the Earth's surface	The movement of water back and forth between air and the Earth's surface is called the.
The process by which a liquid changes to a gas 						The process by which a liquid changes to a gas
The process of planting different crops on the same land in different years to help in adding nutrients back in the soil 	crops		planting	same|help|nutrients	in different years	The process of planting different crops on the same land in different years to help in adding nutrients back in the soil
The process of cutting into a hillside to slow the speed of water flowing down a slope 		speed|slope	cutting			The process of cutting into a hillside to slow the speed of water flowing down a slope
The process of adding fertilizer to soil to replace nutrients used up by previous crops 			adding	nutrients		The process of adding fertilizer to soil to replace nutrients used up by previous crops
Drinking lots of salt water can kill a person.						Drinking lots of salt water can kill a person.
The salt in the water moves to the cells, where there is very little salt.					where there is very little salt	The salt in the water moves to the cells, where there is very little salt.
As the cells move the water to balance out the salt - so that the salt is equal on both sides - water moves OUT of the cell, and the cell dies.						As the cells move the water to balance out the salt - so that the salt is equal on both sides - water moves OUT of the cell, and the cell dies.
What causes this to happen?						What causes this to happen?
The final stage of the erosional process in which materials are dropped in another location is called <span class="blank"> </span>. 						The final stage of the erosional process in which materials are dropped in another location is called .
A species that no longer exists. 						A species that no longer exists.
Which is the best example of natureâ??s recycling process? 						Which is the best example of nature's recycling process?
The process of wearing away rocks by natural means is called 	rocks		wearing			The process of wearing away rocks by natural means is called
The process of moving sediment by wind, moving water, or ice is 	sediment|water	wind	moving			The process of moving sediment by wind, moving water, or ice is
What is the process that moves pieces of rock and soil? 						What is the process that moves pieces of rock and soil?
The process of breaking down rocks into smaller particles is called: 	rocks		breaking	particles		The process of breaking down rocks into smaller particles is called:
Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 						Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called:
When liquids are heated, this occurs: 						When liquids are heated, this occurs:
The process by which a gas changes into a liquid is called <span class="blank"> </span>. 						The process by which a gas changes into a liquid is called .
What is the third step of the water cycle? 						What is the third step of the water cycle?
What is water vapor in the air called? 						What is water vapor in the air called?
The process of planting grasses between rows of other crops to prevent soil from being washed or blown away 						The process of planting grasses between rows of other crops to prevent soil from being washed or blown away
Bees help flowers reproduces through a process called 	Bees		help	flowers		Bees help flowers reproduces through a process called
Mixtures can be separated by all of the following means except which one? 			following			Mixtures can be separated by all of the following means except which one?
When you rub your hands together very quickly, it produces heat and is called 						When you rub your hands together very quickly, it produces heat and is called
The force that pulls two objects toward each other is called <span class="blank"> </span>. 						The force that pulls two objects toward each other is called .
A force that pulls objects toward each other is <span class="blank"> </span>. 						A force that pulls objects toward each other is .
A change in an object's position is called: 						A change in an object's position is called:
<span class="blank"> </span> can be either a push or a pull. 						can be either a push or a pull.
The tendency of an object to stay in motion or at rest until a force acts upon it is 						The tendency of an object to stay in motion or at rest until a force acts upon it is
Andy is cooking a piece of ham in a pan. 					in a pan	Andy is cooking a piece of ham in a pan. What is this an example of?
<span class="blank"> </span>can either be a push or a pull. 						can either be a push or a pull.
What do we call the process of a seed developing into a plant? 						What do we call the process of a seed developing into a plant?
What process ends with a new and improved plant? 						What process ends with a "new and improved" plant?
A force that resists motion created by objects rubbing together. 						A force that resists motion created by objects rubbing together.
What is it called when an object is moved from one position to another? 					from one position to another	What is it called when an object is moved from one position to another?
When we cut down trees or drain wetlands, we do what to the habitats of many living things? 						When we cut down trees or drain wetlands, we do what to the habitats of many living things?
To travel from one place to another. 			travel	place|another	from one place to another	To travel from one place to another.
What do you call movements from one location to another? 					from one location to another	What do you call movements from one location to another?
When closely related living things are bred together, it is called 						When closely related living things are bred together, it is called
A push or pull on an object is a/an<span class="blank"> </span>. 						A push or pull on an object is a/an.
The force that keeps us on Earth is <span class="blank"> </span> 						The force that keeps us on Earth is
__________ is the movement of a group of one type of animal from one region to another and back again. 	animal		movement	one|region	from one region to another and back again	is the movement of a group of one type of animal from one region to another and back again.
What causes a magnet to attract and repel? 			attract			What causes a magnet to attract and repel?
The process of a liquid becoming a gas is called <span class="blank"> </span> 						The process of a liquid becoming a gas is called
Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 						Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food?
To go into a deep sleep. 		deep	go			To go into a deep sleep.
Which of the following must all plant and animal species do in order for each species to survive? 						Which of the following must all plant and animal species do in order for each species to survive?
What helps an animal look like another animal to protect it from predators? 						What helps an animal look like another animal to protect it from predators?
An adaptation in which an animal looks very much like another animal or an object is a _____________. 	animal|object	animal	adaptation	another		An adaptation in which an animal looks very much like another animal or an object is.
<span class="blank"> </span> is an animal's color or pattern that helps it blend in with its surroundings. 						is an animal's color or pattern that helps it blend in with its surroundings.
The process that forms reproductive cells is called? 						The process that forms reproductive cells is called?
Which is reproduction that requires a male and female cell? 	male		reproduction	female cell		Which is reproduction that requires a male and female cell?
The ability to do something is called: 						The ability to do something is called:
<span class="blank"> </span> is a change of position. 						is a change of position.
The force that pulls objects to the center of the Earth is called? 	force|objects		pulls			The force that pulls objects to the center of the Earth is called?
When something changes position, it is in? 						When something changes position, it is in?
This is required to move an object. 						This is required to move an object.
What is the force that slows down moving things? 						What is the force that slows down moving things?
Light can <span class="blank"> </span>off surfaces that it strikes. 					off surfaces that it strikes	Light can off surfaces that it strikes.
Your respiratory system helps you <span class="blank"> </span>. 						Your respiratory system helps you .
The process by which molten material adds new oceanic crust to the ocean floor 						The process by which molten material adds new oceanic crust to the ocean floor
What process do plants go through to make their own food? 						What process do plants go through to make their own food?
What is it called when two different organisms form a relationship where they are dependent upon each other? 						What is it called when two different organisms form a relationship where they are dependent upon each other?
When plants use stored sugar for energy, they go through a process called 						When plants use stored sugar for energy, they go through a process called
A liquid changing to a solid, A solid changing to a liquid, and a liquid changing into a gas are all examples of <span class="blank"> </span> 	solid|liquid		changing|changing|changing	solid|gas		A liquid changing to a solid, A solid changing to a liquid, and a liquid changing into a gas are all examples of
What causes sunflowers to bend toward the sunlight? 						What causes sunflowers to bend toward the sunlight?
<span class="blank"> </span> is a process in the water cycle, where water vapor rises into the atmosphere. 						is a process in the water cycle, where water vapor rises into the atmosphere.
When two substances are combined, this may occur: 						When two substances are combined, this may occur:
To take in light 			take			To take in light
The bending of light as it passes from one material into another is 						The bending of light as it passes from one material into another is
When light strikes a surface and bounces off, what occurs? 						When light strikes a surface and bounces off, what occurs?
During <span class="blank"> </span>, a light ray changes direction as it passes from one material to another. 					as it passes from one material to another	During , a light ray changes direction as it passes from one material to another.
What is the name of the process by which most cells divide? 						What is the name of the process by which most cells divide?
Magnets contain a force that <span class="blank"> </span> certain metals like iron. 						Magnets contain a force that  certain metals like iron.
The process of change from an egg to an adult butterfly is ____________. 						The process of change from an egg to an adult butterfly is .
<span class="blank"> </span>is the spinning of a planet on its axis. 			spinning	axis	on its axis	is the spinning of a planet on its axis.
The spinning of a planet around an imaginary line through its center is called <span class="blank"> </span> 			spinning		around an imaginary line through its center	The spinning of a planet around an imaginary line through its center is called
To move in a circle around an object is to <span class="blank"> </span> 			move			To move in a circle around an object is to
The path Earth makes around the sun is called the 						The path Earth makes around the sun is called the
When a planet moves around the sun, this is called a 					around the sun	When a planet moves around the sun, this is called a
The movement of an object all the way around another planet is called 	object	way|planet	movement		all the way around another planet	The movement of an object all the way around another planet is called
To change from a solid into a liquid is to 			change			To change from a solid into a liquid is to
Being able to tell different sounds apart is called 						Being able to tell different sounds apart is called
A long and strong beak that tears flesh is 						A long and strong beak that tears flesh is
A characteristic of an organism that increases its chances of survival in its environment. 						A characteristic of an organism that increases its chances of survival in its environment.
What process produces sex cells? 						What process produces sex cells?
<span class="blank"> </span>is the process of liquid water turning into water vapor. 						is the process of liquid water turning into water vapor.
The process of changing from a liquid state to a gas state 			changing	liquid|gas		The process of changing from a liquid state to a gas state
Babies will <span class="blank"> </span> or get traits from their parents. 						Babies will  or get traits from their parents.
Terracing a hillside can slow __________________________. 						Terracing a hillside can slow .
Rain, sleet, hail, and snow are all part of the <span class="blank"> </span> process in the water cycle. 						Rain, sleet, hail, and snow are all part of the  process in the water cycle.
When an object spins on its axis, it <span class="blank"> </span>. 	object		spins	its axis		When an object spins on its axis, it .
The process of change from an egg to an adult butterfly is an example of: 						The process of change from an egg to an adult butterfly is an example of:
Which would cause liquid water to change to a solid? 						Which would cause liquid water to change to a solid?
To separate a mixture of paper clips and sand, Joe should use: 						To separate a mixture of paper clips and sand, Joe should use:
What force is behind all weather on earth? 						What force is behind all weather on earth?
The process of plowing furrows across a slope instead of up and down to prevent rainwater from carrying away topsoil down hills 			plowing			The process of plowing furrows across a slope instead of up and down to prevent rainwater from carrying away topsoil down hills
<span class="blank"> </span> is the major change in the body form of an animal during its life cycle. 	animal		change|life		during its life cycle	is the major change in the body form of an animal during its life cycle.
When an object orbits another object, it <span class="blank"> </span>. 	object|object		orbits			When an object orbits another object, it .
Precipitation that falls in form of balls of ice is called <span class="blank"> </span>. 	Precipitation		falls	ice		Precipitation that falls in form of balls of ice is called .
If plaque is not cleaned off the teeth, it can cause the enamel of your teeth to <span class="blank"> </span>. 						If plaque is not cleaned off the teeth, it can cause the enamel of your teeth to .
Through <span class="blank"> </span> human beings are able to produce new human beings. 						Through  human beings are able to produce new human beings.
Teeth help us to <span class="blank"> </span>. 	Teeth		help			Teeth help us to .
When water is heated and it is rising into the air as a gas (like water vapor), this is called: 						When water is heated and it is rising into the air as a gas (like water vapor), this is called:
Rocks change over time from one type to another.	Rocks		change			Rocks change over time from one type to another.
When water particles cool and change from a gas (like water vapor) back to a liquid, this is called: 	water particles	water|liquid	change			When water particles cool and change from a gas (like water vapor) back to a liquid, this is called:
What starts the change from an igneous rock to a sedimentary rock? 						What starts the change from an igneous rock to a sedimentary rock?
<span class="blank"> </span> is the process of water vapor becoming liquid water when it cools. 						is the process of water vapor becoming liquid water when it cools.
The movement of an animal from one place to another as the seasons change is called 	animal|place	seasons	movement	change	from one place to another	The movement of an animal from one place to another as the seasons change is called
Energy from the sun reaches earth by <span class="blank"> </span>. 						Energy from the sun reaches earth by .
The pull that planets and other objects have on each other is called what? 						The pull that planets and other objects have on each other is called what?
<span class="blank"> </span> is the type of thermal energy transfer that occurs when the you place a cooler object on a heat source to warm the cooler object up. 						is the type of thermal energy transfer that occurs when the you place a cooler object on a heat source to warm the cooler object up.
<span class="blank"> </span> is the process of changing liquid water to water vapor. 			changing	water vapor		is the process of changing liquid water to water vapor.
The act of saving, protecting or using resources wisely is called <span class="blank"> </span> 						The act of saving, protecting or using resources wisely is called
<span class="blank"> </span> is the process of liquid water turning into water vapor 						is the process of liquid water turning into water vapor
A new carpet pad made from scraps of old carpets is an example of 						A new carpet pad made from scraps of old carpets is an example of
If a fire destroys a forest, new plants will grow. 			destroys			If a fire destroys a forest, new plants will grow.
A period when an animal goes into a long, deep sleep is called 	animal		period	deep		A period when an animal goes into a long, deep sleep is called
Waves change a shoreline by erosion and __________. 	Waves		change			Waves change a shoreline by erosion and .
Thermal energy that travels from the sun to Earth is transferred by 					travels from the sun to Earth	Thermal energy that travels from the sun to Earth is transferred by
A new aluminum can made from used cans is an example of 						A new aluminum can made from used cans is an example of
Glaciers are slow-moving sheets of ice found on land.					found on land	Glaciers are slow-moving sheets of ice found on land.
What process occurs when glacial ice is heated to 5° Celsius?						What process occurs when glacial ice is heated to 5 Celsius?
A student is investigating changes in the states of matter.						A student is investigating changes in the states of matter.
The student fills a graduated cylinder with 50 milliliters of packed snow. 						The student fills a graduated cylinder with 50 milliliters of packed snow.
The graduated cylinder has a mass of 50 grams when empty and 95 grams when filled with the snow.						The graduated cylinder has a mass of 50 grams when empty and 95 grams when filled with the snow.
During which process in the water cycle does snow fall to the ground?						During which process in the water cycle does snow fall to the ground?
An area received six inches of snow during the winter.					during the winter	An area received six inches of snow during the winter.
Before the snow can continue through the water cycle as ground water or runoff, it must first						Before the snow can continue through the water cycle as ground water or runoff, it must first
Shale is a sedimentary rock that can be metamorphosed into slate by 						Shale is a sedimentary rock that can be metamorphosed into slate by
Students want to find out at which temperature bean plants grow tallest.						Students want to find out at which temperature bean plants grow tallest.
Which science process skill would be used to find this temperature?						Which science process skill would be used to find this temperature?
A pot is heated on a stove.						A pot is heated on a stove.
Which process causes the metal handle of the pot to also become hot?						Which process causes the metal handle of the pot to also become hot?
After a rain, a puddle of water remains on a sidewalk.						After a rain, a puddle of water remains on a sidewalk.
After a day of sunshine, the puddle is gone.						After a day of sunshine, the puddle is gone.
Which process is most responsible for the disappearance of the puddle?						Which process is most responsible for the disappearance of the puddle?
<span class="blank"> </span>is a trait that helps a living thing survive in its environment. 						is a trait that helps a living thing survive in its environment.
What is the movement of cold, deep ocean water to the ocean's surface? 					to the ocean's surface	What is the movement of cold, deep ocean water to the ocean's surface?
Because there are more and more greenhouse gases in the atmosphere, more heat is trapped which makes the Earth warmer.						Because there are more and more greenhouse gases in the atmosphere, more heat is trapped which makes the Earth warmer.
What is this known as?						What is this known as?
The process by which heat is trapped by the atmoshpere is called the: 						The process by which heat is trapped by the atmoshpere is called the:
Some animals change a great deal as they mature. 						Some animals change a great deal as they mature.
They have one kind of body when they are young and a different kind of body as an adult.						They have one kind of body when they are young and a different kind of body as an adult.
What is this process called?						What is this process called?
A change in an object's position over time is <span class="blank"> </span>. 	object		change	time		A change in an object's position over time is .
What is the secretion of sweat glands? 						What is the secretion of sweat glands?
How plants change sunlight into food.	plants		change			How plants change sunlight into food.
What is the process called?						What is the process called?
Water that falls to the Earth in various forms: rain, sleet, snow, hail 	Water		falls	sleet|snow	to the Earth	Water that falls to the Earth in various forms: rain, sleet, snow, hail
How much a material opposes, or resists, the flow of electric current. 						How much a material opposes, or resists, the flow of electric current.
When you make sounds by plucking a rubber band, you make the rubber band move back and forth very quickly.						When you make sounds by plucking a rubber band, you make the rubber band move back and forth very quickly.
This movement is called						This movement is called
The back and forth motion of an object 						The back and forth motion of an object
The constant process in which water moves between Earth and its atmosphere 	water		process			The constant process in which water moves between Earth and its atmosphere
When wind or water breaks a rock into smaller pieces, the process is called 						When wind or water breaks a rock into smaller pieces, the process is called
The push of air against its surroundings is called: 					against its surroundings	The push of air against its surroundings is called:
Different kinds of <span class="blank"> </span> form different kinds of volcanic mountains. 	different	volcanic mountains	kinds			Different kinds of  form different kinds of volcanic mountains.
The condition of the air at a certain place and time is called <span class="blank"> </span>. 	air|place		condition		at a certain place and time	The condition of the air at a certain place and time is called .
Sound is produced by the <span class="blank"> </span>of moving particles. 			moving			Sound is produced by the of moving particles.
